predicate_lemma	sense_id	pos	sense_particle	role_type	roleset_desc	role_desc	function_tag	vn_theta
trickle	_	v	01	A1	to move or proceed slowly	entity trickling	PPT	THEME
trickle	_	v	01	A2	to move or proceed slowly	destination	GOL	LOCATION
tricky	_	j	02	A1	difficult	difficult thing (may require concatenation)	PAG	_
trifurcate	_	v	01	A0	splitting in three	splitter	PAG	_
trifurcate	_	v	01	A1	splitting in three	thing split	PPT	_
trifurcate	_	v	01	A2	splitting in three	(3) end groups	PRD	_
trigger	_	n	01	A0	begin, cause to begin	Agent	PAG	_
trigger	_	n	01	A1	begin, cause to begin	Theme(-Creation)	PPT	_
trigger	_	n	01	A2	begin, cause to begin	Instrument	MNR	_
trigger	_	n	01	A3	begin, cause to begin	secondary predication	PRD	_
trigger	off	v	02	A0	start off	agent starting/triggering something	PAG	_
trigger	off	v	02	A1	start off	thing beginning, triggered off	PPT	_
trigger	off	v	02	A2	start off	instrument	MNR	_
trigger	off	v	02	A3	start off	attribute of arg1	PRD	_
trill	_	v	01	A0	to sing or play with a vibratory or quavering effect	trill-er	PAG	AGENT
trill	_	v	01	A1	to sing or play with a vibratory or quavering effect	utterance, trill	PPT	THEME
trill	_	v	01	A2	to sing or play with a vibratory or quavering effect	hearer	GOL	RECIPIENT
trim	_	v	01	A0	slice	cutter	PAG	AGENT
trim	_	v	02	A0	reduce	cutter	PAG	_
trim	_	v	03	A0	adorn, decorate	decorator	PAG	AGENT
trim	_	v	01	A1	slice	thing cut	PPT	THEME
trim	_	v	02	A1	reduce	thing reduced	PPT	_
trim	_	v	03	A1	adorn, decorate	thing decorated	GOL	DESTINATION
trim	_	v	01	A2	slice	medium, source	DIR	SOURCE
trim	_	v	02	A2	reduce	amount reduced by	EXT	_
trim	_	v	03	A2	adorn, decorate	decorations	PPT	THEME
trim	_	v	01	A3	slice	instrument	MNR	_
trim	_	v	02	A3	reduce	start point	VSP	_
trim	_	v	02	A4	reduce	end point	PRD	_
trim	down	v	04	A0	trim down: reduce	cutter	PAG	_
trim	down	v	04	A1	trim down: reduce	thing reduced	PPT	_
trim	down	v	04	A2	trim down: reduce	amount reduced by	EXT	_
trim	down	v	04	A3	trim down: reduce	start point	VSP	_
trim	down	v	04	A4	trim down: reduce	end point	PRD	_
trip	_	v	01	A0	what circuit breakers do	cause of trip, overload	PAG	_
trip	_	v	02	A0	behave as if under the influence of drugs	entity tripping	PAG	_
trip	_	n	03	A0	travel	traveller	PAG	_
trip	_	v	04	A0	fall	agent, entity stumbling	PAG	_
trip	_	v	01	A1	what circuit breakers do	thing tripped (circuit breaker)	PPT	_
trip	_	v	02	A1	behave as if under the influence of drugs	mention of 'balls' or other intensifying object	PPT	_
trip	_	n	03	A1	travel	destination	GOL	_
trip	_	v	04	A1	fall	tripped over	LOC	_
trip	_	v	02	A2	behave as if under the influence of drugs	drug or subject matter stimulus	PPT	_
trip	_	n	03	A2	travel	source or from where	DIR	_
trip	_	n	03	A3	travel	path	DIR	_
triphasic	_	j	01	A1	having 3 phases	thing with 3 phases	PPT	_
triple	_	v	01	A0	to make three times as great	agent, causer	PAG	AGENT
triple	_	v	01	A1	to make three times as great	entity increasing	PPT	PATIENT
triple	_	v	01	A2	to make three times as great	EXT, never mentioned	EXT	_
triple	_	v	01	A3	to make three times as great	start point	DIR	_
triple	_	v	01	A4	to make three times as great	end point	PRD	_
triumph	_	n	01	A0	win, victory	winner	PAG	_
triumph	_	n	01	A1	win, victory	loser	PPT	_
triumph	_	n	01	A2	win, victory	competition	VSP	_
trivialize	_	v	01	A0	make trivial	cause, agent	PAG	AGENT
trivialize	_	v	01	A1	make trivial	trivial thing	PPT	PATIENT
troll	_	v	01	A0	troll	troller, agent	PAG	AGENT
troll	_	v	01	A1	troll	area trolled, location	LOC	LOCATION
troll	_	v	01	A2	troll	thing trolled for, theme	PPT	THEME
trolley	_	v	01	A0	trolley	agent, driver (transitive subject)	PAG	AGENT
trolley	_	v	01	A1	trolley	thing moved (intransitive subject, transitive object)	PPT	THEME
trolley	_	v	01	A2	trolley	locations, or start point	LOC	LOCATION
trolley	_	v	01	A3	trolley	destination	LOC	LOCATION
troop	_	v	01	A0	troop	agent, transitive subject	PAG	AGENT
troop	_	v	01	A1	troop	theme, intransitive subject, transitive object	PPT	THEME
troop	_	v	01	A2	troop	start point	DIR	_
troop	_	v	01	A3	troop	end point	GOL	_
troop	_	v	01	A4	troop	path	LOC	LOCATION
trot	_	v	01	A0	mode of motion	trotter	PPT	THEME
trot	_	v	01	A1	mode of motion	path	LOC	LOCATION
trot	out	v	02	A0	introduce, bring out/up	introducer	PAG	_
trot	out	v	02	A1	introduce, bring out/up	thing being brought up	PPT	_
trouble	_	v	01	A0	upset slightly	cause of trouble	PAG	STIMULUS
trouble	_	v	01	A1	upset slightly	experiencer, one upset	PPT	EXPERIENCER
trouble	_	v	01	A2	upset slightly	instrument or manner (if arg0 also present)	MNR	_
trough	_	v	01	A0	eat in a vulgar manner	eater	PAG	_
trough	_	v	01	A1	eat in a vulgar manner	thing eaten	PPT	_
trough	out	v	02	A1	reach the bottom	thing reaching the bottom	PPT	_
trounce	_	v	01	A0	win over some competitor	winner	PAG	_
trounce	_	v	01	A1	win over some competitor	loser	PPT	_
trounce	_	v	01	A2	win over some competitor	competition	VSP	_
truck	_	v	01	A0	drive a truck or carry via truck	driver	PAG	AGENT
truck	_	v	01	A1	drive a truck or carry via truck	truck or load	PPT	THEME
trudge	_	v	01	A0	mode of motion	entity in motion	PPT	THEME
trudge	_	v	01	A1	mode of motion	path	LOC	LOCATION
true	_	j	01	A1	truthful, factual, accurate, actual	truthful thing	PAG	_
true	_	j	02	A1	consistent, on target, adhering to	consistent, on target thing	PAG	_
true	_	j	03	A1	loyal	loyal one	PPT	_
true	_	j	01	A2	truthful, factual, accurate, actual	attributive; pertaining to what	PPT	_
true	_	j	02	A2	consistent, on target, adhering to	consistent with what, target	PPT	_
true	_	j	03	A2	loyal	target of loyalty	GOL	_
trump	_	v	01	A0	to outdo, get the better of	better one	PAG	_
trump	_	v	01	A1	to outdo, get the better of	entity trumped, lesser one	PPT	_
trumpet	_	v	01	A0	mode of speaking	speaker	PAG	AGENT
trumpet	_	v	01	A1	mode of speaking	utterance	PPT	TOPIC
trumpet	_	v	01	A2	mode of speaking	hearer	GOL	RECIPIENT
truncate	_	v	01	A0	shorten/remove part of a word, mathematical figure	agent, cause of truncation	PAG	_
truncate	_	v	01	A1	shorten/remove part of a word, mathematical figure	word, number being shortened	PPT	_
truncate	_	v	01	A2	shorten/remove part of a word, mathematical figure	extent of truncation, how much was removed?	EXT	_
truncate	_	v	01	A3	shorten/remove part of a word, mathematical figure	original length, size	VSP	_
truncate	_	v	01	A4	shorten/remove part of a word, mathematical figure	end state, final length, size after truncation	PRD	_
truncheon	_	v	01	A0	truncheon	hitter, agent, truncheoner(s)	PAG	AGENT
truncheon	_	v	01	A1	truncheon	victim, patient	PPT	PATIENT
truncheon	_	v	01	A2	truncheon	instrument, truncheoned with what	MNR	INSTRUMENT
trundle	_	v	01	A0	move ungracefully	entity in motion	PPT	THEME
trundle	_	v	01	A1	move ungracefully	path	LOC	LOCATION
truss	_	v	01	A0	truss	agent, binder	PAG	AGENT
truss	_	v	01	A1	truss	patient, thing trussed	PPT	PATIENT
truss	_	v	01	A2	truss	second (optional) object, thing trussed *to*	PPT	CO-PATIENT
truss	_	v	01	AM	truss	trussed with what, instrument	MNR	INSTRUMENT
trust	_	v	01	A0	trust someone with something	truster	PAG	AGENT
trust	_	v	02	A0	put faith in	truster	PPT	EXPERIENCER
trust	_	v	01	A1	trust someone with something	something	PPT	THEME
trust	_	v	02	A1	put faith in	thing trusted	PAG	STIMULUS
trust	_	v	01	A2	trust someone with something	someone	GOL	RECIPIENT
trustee	_	v	01	A0	act as a trustee	trustee	PAG	_
trustee	_	v	01	A1	act as a trustee	corporation, entity entrusted to arg0	PPT	_
trustworthy	_	j	03	A0	worthy of trust	truster	PAG	_
trustworthy	_	j	03	A1	worthy of trust	entity worthy of trust	PPT	_
trustworthy	_	j	03	A2	worthy of trust	what arg1 upholds, preserves, carries through with	PRD	_
try	_	v	01	A0	attempt	Agent/Entity Trying	PAG	AGENT
try	_	v	02	A0	lawsuit	litigant	PAG	_
try	_	v	04	A0	various idtioms: try one's hand at,   try one's patience, etc.	tryer	PAG	_
try	_	v	01	A1	attempt	thing tried	PPT	THEME
try	_	v	02	A1	lawsuit	entity tried (defendant/case)	PPT	_
try	_	v	04	A1	various idtioms: try one's hand at,   try one's patience, etc.	thing tried (hand, patience)	PPT	_
try	_	v	02	A2	lawsuit	adjudicator	GOL	_
try	_	v	04	A2	various idtioms: try one's hand at,   try one's patience, etc.	attribute of Arg 1	PRD	_
try	_	v	02	A3	lawsuit	tried for: crime/accusation	CAU	_
try	out	v	03	A0	audition	auditionee	PAG	_
try	out	v	05	A0	test the potential of something, taste/wear for the first time	tester	PAG	_
try	out	v	03	A1	audition	role	PPT	_
try	out	v	05	A1	test the potential of something, taste/wear for the first time	thing being tested	PPT	_
try	out	v	03	A2	audition	casting agency	GOL	_
tsunami	_	n	01	A1	tidal wave	water (might be the name of the body of water)	PPT	_
tsunami	_	n	01	A2	tidal wave	period length of the wave (generally measured in ft or m)	EXT	_
tsunami	_	n	01	A3	tidal wave	death/injury toll	VSP	_
tsunami	_	n	01	A4	tidal wave	damages/cost	VSP	_
tsunami	_	n	01	A5	tidal wave	run up (the height the water reaches above sea level)	VSP	_
ttp	_	j	01	A1	having a specific blood clotting disorder	entity with TTP	PAG	_
ttp	_	j	01	A2	having a specific blood clotting disorder	in what region	LOC	_
tube	_	v	01	A0	to raft or float, usually in an innertube	Floater, boater	PAG	_
tube	_	v	01	A1	to raft or float, usually in an innertube	explicit mention of the float or tube used	MNR	_
tube	_	v	01	A2	to raft or float, usually in an innertube	river, location	LOC	_
tubulate	_	v	01	A0	acquire a tubular shape	cause of tubulation	PAG	_
tubulate	_	v	01	A1	acquire a tubular shape	tubular entity	PPT	_
tuck	_	v	01	A0	put securely	tucker	PAG	AGENT
tuck	_	v	01	A1	put securely	tucked	PPT	THEME
tuck	_	v	01	A2	put securely	place	GOL	DESTINATION
tuck	away	v	02	A0	give criminal sentence	tucker	PAG	_
tuck	away	v	02	A1	give criminal sentence	tucked	PPT	_
tuck	away	v	02	A2	give criminal sentence	sentence	EXT	_
tuck	in	v	03	A0	put your shirt in your pants	tucker	PAG	_
tuck	in	v	03	A1	put your shirt in your pants	shirt	PPT	_
tug	_	v	01	A0	carry by tugging	dragger	PAG	AGENT
tug	_	v	02	A0	pull (on)	puller	PAG	AGENT
tug	_	v	03	A0	pull with end result	puller, tugger	PAG	AGENT
tug	_	v	01	A1	carry by tugging	thing dragged	PPT	THEME
tug	_	v	02	A1	pull (on)	thing pulled	PPT	THEME
tug	_	v	03	A1	pull with end result	thing tugged	PPT	PATIENT
tug	_	v	01	A2	carry by tugging	direction, destination	GOL	DESTINATION
tug	_	v	03	A2	pull with end result	other thing tugged or secondary attribute, result of arg1	PPT	CO-PATIENT
tumble	_	v	01	A0	fall	causer of falling	PAG	AGENT
tumble	_	v	01	A1	fall	Logical subject, patient, thing falling	PPT	THEME
tumble	_	v	01	A2	fall	EXT, amount fallen	EXT	EXTENT
tumble	_	v	01	A3	fall	start point	DIR	_
tumble	_	v	01	A4	fall	end point, end state	GOL	_
tumble	_	v	01	AM	fall	medium	LOC	_
tune	_	v	01	A0	align with a certain frequency	causer	PAG	_
tune	_	v	01	A1	align with a certain frequency	entity tuned	PPT	_
tune	_	v	01	A2	align with a certain frequency	entity tuned for	GOL	_
tune	in	v	02	A0	to adjust the controls on a radio or television	adjuster of radio/tv	PAG	_
tune	in	v	02	A1	to adjust the controls on a radio or television	entity tuned (radio, etc)	PPT	_
tune	in	v	02	A2	to adjust the controls on a radio or television	broadcast, channel, etc	GOL	_
tune	out	v	03	A0	ignore, pay no heed to	ignorer	PAG	_
tune	out	v	03	A1	ignore, pay no heed to	entity tuned out	PPT	_
tunnel	_	j	01	A0	dig for something, creating tunnels in	digger, delver	PAG	AGENT
tunnel	_	j	01	A1	dig for something, creating tunnels in	dug/delved into/through	LOC	LOCATION
tunnel	_	j	01	A2	dig for something, creating tunnels in	thing tunneled for, goal/theme (unlikely)	PPT	THEME
tunnel	_	j	01	A3	dig for something, creating tunnels in	instrument (also unlikely)	MNR	_
turbulence	_	j	01	A1	instability in airflow, bumpy, roiling, rough	substance flowing roughly	PPT	_
turf	_	v	01	A0	turf	turfer, agent	PAG	AGENT
turf	_	v	01	A1	turf	turf itself, theme	PPT	THEME
turf	_	v	01	A2	turf	thing turfed, destination	GOL	DESTINATION
turmoil	_	n	01	A1	unrest, aggitation	entity in turmoil	PPT	_
turmoil	_	n	01	A2	unrest, aggitation	attribute of arg1 experiencing turmoil (if separate from arg1)	ADJ	_
turn	_	v	01	A0	rotation, motion in a new direction	turner	PAG	AGENT
turn	_	v	02	A0	transformation, becoming	causer of transformation	PAG	AGENT
turn	_	v	03	A0	idiomatic: turn thumbs down on = reject	rejecter	PAG	_
turn	_	v	14	A0	depend, hang	depender	PAG	_
turn	_	v	16	A0	produce, nonphrasal	producer	PAG	_
turn	_	v	18	A0	turn 'one's back' or 'a blind eye': ignore purposefully	Turner	PAG	_
turn	_	v	01	A1	rotation, motion in a new direction	thing turning	PPT	PATIENT
turn	_	v	02	A1	transformation, becoming	thing changing	PPT	PATIENT
turn	_	v	03	A1	idiomatic: turn thumbs down on = reject	thumbs	PPT	_
turn	_	v	14	A1	depend, hang	depended on	PPT	_
turn	_	v	16	A1	produce, nonphrasal	us. 'profit'	PPT	_
turn	_	v	18	A1	turn 'one's back' or 'a blind eye': ignore purposefully	Back/Blind eye	PPT	_
turn	_	v	02	A2	transformation, becoming	end state	PRD	RESULT
turn	_	v	03	A2	idiomatic: turn thumbs down on = reject	thing rejected	GOL	_
turn	_	v	18	A2	turn 'one's back' or 'a blind eye': ignore purposefully	entity ignored	GOL	_
turn	_	v	02	A3	transformation, becoming	start state	VSP	MATERIAL
turn	_	v	01	AM	rotation, motion in a new direction	direction, location, destination	LOC	LOCATION
turn	away	v	04	A0	reject	turner	PAG	_
turn	away	v	04	A1	reject	thing turned away	PPT	_
turn	away	v	04	A2	reject	turned-away-from	DIR	_
turn	down	v	05	A0	reject	rejecter	PAG	_
turn	down	v	05	A1	reject	thing rejected	PPT	_
turn	in	v	06	A0	give, hand in	giver	PAG	_
turn	in	v	22	A0	surrender to authorities, as a criminal/rule violator	agent	PAG	_
turn	in	v	06	A1	give, hand in	thing given	PPT	_
turn	in	v	22	A1	surrender to authorities, as a criminal/rule violator	entity turned in; criminal/rule violator	PPT	_
turn	in	v	06	A2	give, hand in	entity given to	GOL	_
turn	in	v	22	A2	surrender to authorities, as a criminal/rule violator	authorities	GOL	_
turn	in	v	22	A3	surrender to authorities, as a criminal/rule violator	crime/violation	VSP	_
turn	off	v	07	A0	cause to be off	turner off	PAG	_
turn	off	v	08	A0	cause to reject	causer	PAG	_
turn	off	v	07	A1	cause to be off	thing which becomes off	PPT	_
turn	off	v	08	A1	cause to reject	rejecter	PPT	_
turn	off	v	08	A2	cause to reject	thing rejected	GOL	_
turn	on	v	13	A0	cause to be on	cause of on-ness	PAG	_
turn	on	v	13	A1	cause to be on	lamp, etc	PPT	_
turn	out	v	09	A0	cause to be off	turner out	PAG	_
turn	out	v	10	A0	produce, create	creator	PAG	_
turn	out	v	17	A0	(cause to) turn out: appear, show up	cause	PAG	_
turn	out	v	09	A1	cause to be off	thing turned out	PPT	_
turn	out	v	10	A1	produce, create	creation	PPT	_
turn	out	v	11	A1	seem	thing seeming	PPT	_
turn	out	v	17	A1	(cause to) turn out: appear, show up	those appearing	PPT	_
turn	out	v	10	A2	produce, create	created-from, thing changed	DIR	_
turn	out	v	11	A2	seem	attribute	PRD	_
turn	out	v	10	A3	produce, create	benefactive	GOL	_
turn	over	v	12	A0	submit, give, exchange	giver	PAG	_
turn	over	v	12	A1	submit, give, exchange	thing given	PPT	_
turn	over	v	12	A2	submit, give, exchange	entity given to	GOL	_
turn	over	v	12	A3	submit, give, exchange	in-exhange-for	PPT	_
turn	up	v	15	A0	(cause to) appear	agent, causer of appearance	PAG	_
turn	up	v	15	A1	(cause to) appear	thing appearing	PPT	_
turnabout	_	n	01	A0	motion in a new direction	agent of turner (transitive)	PAG	AGENT
turnabout	_	n	01	A1	motion in a new direction	entity in motion	PPT	PATIENT
turnabout	_	n	02	A1	transformation, becoming	entity undergoing change	PAG	PATIENT
turnabout	_	n	02	A2	transformation, becoming	start state	DIR	SOURCE
turnabout	_	n	02	A3	transformation, becoming	end state	PRD	GOAL
turnover	_	n	01	A0	upset, knock over, turn turtle	agent, causer	PAG	_
turnover	_	n	02	A0	give to someone	giver	PAG	_
turnover	_	n	01	A1	upset, knock over, turn turtle	thing upset	PPT	_
turnover	_	n	02	A1	give to someone	thing given	PPT	_
turnover	_	n	02	A2	give to someone	entity given to	GOL	_
turtle	_	v	01	A0	render helpless by flipping over onto back	causer of flipping	PAG	_
turtle	_	v	01	A1	render helpless by flipping over onto back	thing flipped	PPT	_
tussle	_	v	01	A0	tussle	first fighter	PAG	AGENT
tussle	_	v	01	A1	tussle	second fighter, if separate	COM	CO-AGENT
tutor	_	n	01	A0	teach closely	tutor	PAG	AGENT
tutor	_	n	01	A1	teach closely	student	GOL	BENEFICIARY
tutor	_	n	01	A2	teach closely	subject	PPT	_
twang	_	v	01	A0	pluck a stringed, twangy instrument	musician	PAG	_
twang	_	v	02	A0	motion sound, directional	causal agent (rare)	PAG	AGENT
twang	_	v	03	A0	twitch or throb with pain	agent, experiencer	PPT	_
twang	_	v	04	A0	pronounce with a nasal twang	speaker	PAG	AGENT
twang	_	v	01	A1	pluck a stringed, twangy instrument	guitar/string, etc.	PPT	_
twang	_	v	02	A1	motion sound, directional	thing producing the twanging noise	PPT	THEME
twang	_	v	03	A1	twitch or throb with pain	body part twanging	PPT	_
twang	_	v	04	A1	pronounce with a nasal twang	utterance or accent/language	PPT	TOPIC
twang	_	v	01	A2	pluck a stringed, twangy instrument	guitar pick, etc.	MNR	_
twang	_	v	02	A2	motion sound, directional	path	LOC	LOCATION
twang	_	v	03	A2	twitch or throb with pain	cause of twanging	CAU	_
twang	_	v	04	A2	pronounce with a nasal twang	hearer	GOL	RECIPIENT
twang	_	v	02	A3	motion sound, directional	destination	GOL	_
tweak	_	v	01	A0	tweak, cause change	tweaker	PAG	AGENT
tweak	_	v	01	A1	tweak, cause change	thing tweaked	PPT	EXPERIENCER
tweak	_	v	02	A1	tweak on drugs	drug user tweaking	PPT	_
tweak	_	v	02	A2	tweak on drugs	drug mention	CAU	_
tweet	_	v	01	A0	make the noise 'tweet', make tweety sounds	bird	PAG	_
tweet	_	n	02	A0	post a short message on twitter	tweet-er, composer of message	PAG	_
tweet	_	v	01	A1	make the noise 'tweet', make tweety sounds	message conveyed	PPT	_
tweet	_	n	02	A1	post a short message on twitter	message	PPT	_
tweet	_	v	01	A2	make the noise 'tweet', make tweety sounds	recipient, tweeted-to	GOL	_
tweet	_	n	02	A2	post a short message on twitter	tweeted to; followers or blog	GOL	_
tweeze	_	v	01	A0	to capture, obtain	one doing the tweezing	PAG	AGENT
tweeze	_	v	01	A1	to capture, obtain	thing(s) tweezed	PPT	PATIENT
tweeze	_	v	01	A2	to capture, obtain	instrument, tweezed with (unlikely)	MNR	_
twiddle	_	v	01	A0	to turn over or around, fiddle with	turner, fiddler, agent	PAG	AGENT
twiddle	_	v	01	A1	to turn over or around, fiddle with	entity twiddled	PPT	PATIENT
twig	_	v	01	A1	branch out (like a twig)	thing branching	PPT	_
twin	_	v	01	A0	match exactly, like an identical twin	person performing match	PAG	_
twin	_	v	01	A1	match exactly, like an identical twin	first thing matched	PPT	_
twin	_	v	01	A2	match exactly, like an identical twin	second thing, matched with what	PPT	_
twine	_	v	01	A0	wrap	cause, agent	PAG	AGENT
twine	_	v	01	A1	wrap	string-like object	PPT	THEME
twine	_	v	01	A2	wrap	hub, axis, ball	LOC	LOCATION
twinge	_	v	01	A0	sharp, sudden, stinging pain	causer of pain	PAG	STIMULUS
twinge	_	v	01	A1	sharp, sudden, stinging pain	thing hurting	PPT	PATIENT
twinkle	_	v	01	A1	twinkle	entity twinkling	PPT	THEME
twirl	_	v	01	A0	(cause to) move in a circle quickly	cause of twirling	PAG	AGENT
twirl	_	v	01	A1	(cause to) move in a circle quickly	thing twirling	PPT	THEME
twirl	_	v	01	A2	(cause to) move in a circle quickly	axis	LOC	LOCATION
twist	_	v	01	A0	to change form,  shape, etc, compression with a spiral motion	cause of change, agent	PAG	AGENT
twist	_	v	01	A1	to change form,  shape, etc, compression with a spiral motion	entity twisted	PPT	THEME
twisted	_	j	02	A0	mentally disturbed	stimulus, twisted about what	PAG	_
twisted	_	j	02	A1	mentally disturbed	twisted sister	PPT	_
twister	_	n	01	A1	natural disaster: tornado	whirling element; mention of wind or fire	PPT	_
twister	_	n	01	A2	natural disaster: tornado	Fujita scale (F1-F5)	EXT	_
twister	_	n	01	A3	natural disaster: tornado	death/injury toll	VSP	_
twister	_	n	01	A4	natural disaster: tornado	damages/cost	VSP	_
twister	_	n	01	A5	natural disaster: tornado	wind speed	MNR	_
twister	_	n	01	A6	natural disaster: tornado	diameter	EXT	_
twitch	_	v	01	A0	(cause to) move spastically	causer of motion	PAG	AGENT
twitch	_	v	01	A1	(cause to) move spastically	thing twitching	PPT	PATIENT
twitter	_	v	01	A0	to utter a succesion of small, tremulous sounds, as a bird	twitter-er  (twit?)	PAG	AGENT
twotime	_	v	01	A0	simultaneous amorous affairs	cheater	PAG	_
twotime	_	v	01	A1	simultaneous amorous affairs	victim	PPT	_
twotime	_	v	01	A2	simultaneous amorous affairs	accomplice	COM	_
tympanic	_	j	01	A1	sounding like a drum	drum-like entity	PPT	_
type	_	n	01	A0	use a typewriter	writer	PAG	AGENT
type	_	v	03	A0	identify as belonging to a certain category, determining type of (e.g. blood type)	agent, one categorizing	PAG	_
type	_	n	01	A1	use a typewriter	text	PPT	THEME
type	_	v	03	A1	identify as belonging to a certain category, determining type of (e.g. blood type)	thing placed in a category	PPT	_
type	_	v	03	A2	identify as belonging to a certain category, determining type of (e.g. blood type)	category itself	PRD	_
type	up	n	02	A0	phrasal typing, using a typewriter	writer	PAG	AGENT
type	up	n	02	A1	phrasal typing, using a typewriter	text	PPT	THEME
typeset	_	v	01	A0	set into type	agent, typesetter	PAG	_
typeset	_	v	01	A1	set into type	document	PPT	_
typeset	_	v	01	A2	set into type	font, characters, typeset how	MNR	_
typhoon	_	n	01	A1	natural disaster: pacific tropical cyclone	wind	PPT	_
typhoon	_	n	01	A2	natural disaster: pacific tropical cyclone	intensity	EXT	_
typhoon	_	n	01	A3	natural disaster: pacific tropical cyclone	death/injury toll	VSP	_
typhoon	_	n	01	A4	natural disaster: pacific tropical cyclone	damages/cost	VSP	_
typhoon	_	n	01	A5	natural disaster: pacific tropical cyclone	wind speed	MNR	_
typhoon	_	n	01	A6	natural disaster: pacific tropical cyclone	radius	EXT	_
typical	_	j	02	A1	usual	usual thing	PAG	_
typical	_	j	02	A2	usual	entity arg1 is typical for/of	PPT	_
typify	_	v	01	A0	serve as an example of a class	example	PAG	_
typify	_	v	01	A1	serve as an example of a class	class	PPT	_
tyrannize	_	v	01	A0	act like a tyrant, terrorize	tyrant	PAG	_
tyrannize	_	v	01	A1	act like a tyrant, terrorize	people tyrannized	PPT	_
tyrannize	_	v	01	A2	act like a tyrant, terrorize	instrument(s) of terror!	MNR	_
ubiquitinate	_	v	01	A0	ubiquitinate	agent of ubiquitination (e.g. scientist)	PAG	_
ubiquitinate	_	v	01	A1	ubiquitinate	thing ubiquitinated	PPT	_
ubiquitinate	_	v	01	A2	ubiquitinate	instrument	MNR	_
ubiquitinate	_	v	01	A3	ubiquitinate	result of ubiquitination	PRD	_
ubiquitous	_	j	01	A1	omnipresent	omnipresent thing	PAG	_
ubiquitous	_	j	01	A2	omnipresent	ubiquitous to what condition/situation	PPT	_
uco	_	v	01	A0	take a urinary catheter out	Remover of catheter	PAG	_
uco	_	v	01	A1	take a urinary catheter out	patient or place relieved of catheter	PPT	_
ulcerate	_	v	01	A0	make ulcer	agent, causer of ulcers	PAG	AGENT
ulcerate	_	v	01	A1	make ulcer	patient, thing with an ulcer	PPT	PATIENT
ultrafilter	_	n	01	A0	filtration through a semi-premeable membrane allowing ontly small molecules through	Agent or instrument	PAG	AGENT
ultrafilter	_	n	01	A1	filtration through a semi-premeable membrane allowing ontly small molecules through	Things removed	PPT	PATIENT
ultrafilter	_	n	01	A2	filtration through a semi-premeable membrane allowing ontly small molecules through	Liquid Arg1 is being removed from	DIR	_
ululate	_	v	01	A0	to utter howling sounds, as in shrill,   wordless lamentation	howler	PAG	AGENT
ululate	_	v	01	A1	to utter howling sounds, as in shrill,   wordless lamentation	the howl itself	PPT	THEME
umbilication	_	n	01	A0	creating a navel-like depression or dimpling	causer	PAG	_
umbilication	_	n	01	A1	creating a navel-like depression or dimpling	entity with depression	PPT	_
umpire	_	v	01	A0	umpire	umpire, agent	PAG	AGENT
umpire	_	v	01	A1	umpire	game umpired, theme	GOL	BENEFICIARY
unable	_	j	01	A1	not capable	entity without ability	PAG	_
unable	_	j	01	A2	not capable	disability itself; what is arg1 incapable of?	PPT	_
unacceptable	_	j	01	A0	not able to be accepted	non-acceptor	PAG	_
unacceptable	_	j	01	A1	not able to be accepted	thing not accepted	PPT	_
unacceptable	_	j	01	A2	not able to be accepted	not accepted from; source	DIR	_
unacceptable	_	j	01	A3	not able to be accepted	attribute	PRD	_
unaccompanied	_	j	01	A0	alone	accompanier	PAG	_
unaccompanied	_	j	01	A1	alone	accompanied	PPT	_
unaccompanied	_	j	01	A2	alone	start point	DIR	_
unaccompanied	_	j	01	A3	alone	end point	GOL	_
unaffected	_	j	01	A0	not changed, influenced or modified	thing that has no effect	CAU	_
unaffected	_	j	01	A1	not changed, influenced or modified	unaffected entity	PPT	_
unaltered	_	j	01	A0	unchanged	causer of change	PAG	_
unaltered	_	j	01	A1	unchanged	thing changed	PPT	_
unaltered	_	j	01	A2	unchanged	end state	PRD	_
unaltered	_	j	01	A3	unchanged	start state	MNR	_
unamerican	_	j	01	A1	"not characteristic of ""america"""	unamerican entity/act (may require concatenation)	PPT	_
unattainable	_	j	01	A0	not able to be reached, gotten	entity reaching	PAG	_
unattainable	_	j	01	A1	not able to be reached, gotten	goal not reached	PPT	_
unauthorized	_	j	01	A0	not having permission	authority	PAG	_
unauthorized	_	j	01	A1	not having permission	unauthorized activity/thing	PPT	_
unauthorized	_	j	01	A2	not having permission	secondary agent not having permission	PPT	_
unauthorized	_	j	01	A3	not having permission	arg1 unauthorized for what purpose	PRP	_
unavailable	_	j	01	A1	not able to be used	unavailable to whom? entity not having access to arg2	GOL	_
unavailable	_	j	01	A2	not able to be used	thing not able to be used	PPT	_
unavoidable	_	j	01	A0	unable to be avoided	would-be avoider	PAG	_
unavoidable	_	j	01	A1	unable to be avoided	thing not avoided	PPT	_
unaware	_	j	01	A0	not cognizant	unaware entity	PAG	_
unaware	_	j	01	A1	not cognizant	of what	PPT	_
unban	_	v	01	A0	to undo a ban	person, cause undoing ban	PAG	_
unban	_	v	01	A1	to undo a ban	action currently prohibited by ban, soon to be unbanned action	PPT	_
unban	_	v	01	A2	to undo a ban	secondary agent, person unbanned from doing arg1 when separate	PPT	_
unbearable	_	j	01	A0	not able to be held, endured	endurer	PAG	_
unbearable	_	j	01	A1	not able to be held, endured	thing endured	PPT	_
unbearable	_	j	01	A2	not able to be held, endured	benefactive	GOL	_
unbearable	_	j	01	A3	not able to be held, endured	secondary predication on arg1	PRD	_
